Week,Month,Day,Time,Year,Model,Market,Factors,ExpName[i],Alpha,card(tot_iis_indices),Price,TSS,TCS,TPF,MV,CSL,CSLM,CSUM,CSH,PL,PLM,PUM,PH,TSS/MV,TCS/MV,TPF/MV,MV/MV,CSL/MV,CSLM/MV,CSUM/MV,CSH/MV,PL/MV,PLM/MV,PUM/MV,PH/MV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:20:42,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e48.dat,1,0,Average,16989099013,7435171136,8857971182,33809862581,768918140.1,2115729753,2062714508,2487808736,1533119393,3444206175,3293525117,2854091255,0.502489443,0.219911309,0.261993706,1,0.022742421,0.062577295,0.061009254,0.073582338,0.045345331,0.101869866,0.097413147,0.084415938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:20:52,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e49.dat,1,0,Low,16973889464,16647619159,326270304.8,33631930759,1638733644,5076724737,4695570982,5236589797,231636465.2,920451434.8,839115192.4,261405058.3,0.504695659,0.494994453,0.009701206,1,0.04872553,0.150949548,0.139616456,0.155702919,0.006887397,0.027368379,0.024949956,0.007772526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:20:52,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e49.dat,1,0,High,16973889464,-10422135.63,16984311600,33631930759,-10422135.63,0,0,0,1880792245,5997176172,5534686174,5497994855,0.504695659,-0.000309888,0.505005547,1,-0.000309888,0,0,0,0.055922815,0.178317927,0.164566412,0.163475445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:20:52,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e49.dat,1,0,Average,16973889464,7332570145,8824432392,33631930759,691819377.3,2324067595,1882524820,2434158353,1339072664,3675008850,3455596377,2880136434,0.504695659,0.218024062,0.262382569,1,0.020570314,0.069103008,0.055974331,0.072376408,0.039815516,0.109271421,0.102747487,0.085636964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:02,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e50.dat,1,0,Low,16983235537,16718294102,264941434.6,33711865897,1757161072,4647098525,5029014688,5285019818,430895844.1,726804538.9,629178075.1,263449273,0.503776195,0.495917199,0.007858996,1,0.052122925,0.137847562,0.149176397,0.156770314,0.012781726,0.021559309,0.018663401,0.007814734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:02,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e50.dat,1,0,High,16983235537,-10336257.81,16993571795,33711865897,-10336257.81,0,0,0,2198393174,5373903064,5658192763,5548469091,0.503776195,-0.000306606,0.504082801,1,-0.000306606,0,0,0,0.065211258,0.159406871,0.167839798,0.164585049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:02,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e50.dat,1,0,Average,16983235537,7519679920,8849314637,33711865897,756999388.2,2103981909,2191708946,2466989677,1301280119,3549296225,3291181340,2880560011,0.503776195,0.223057363,0.262498512,1,0.022454983,0.062410723,0.065012982,0.073178675,0.038600062,0.105283292,0.097626793,0.085446472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:12,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e51.dat,1,1,Low,17039696823,16763099828,276596995.5,33815533347,1682056380,4945333299,4870184041,5265526107,331285121,721970745.5,682811986.3,302423514.3,0.503901466,0.495721882,0.008179584,1,0.049742122,0.146244427,0.144022098,0.155713235,0.009796833,0.021350269,0.020192258,0.008943331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:12,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e51.dat,1,1,High,17039696823,-12736696.4,17052433520,33815533347,-11904949.68,-831746.7269,0,0,2025246451,5668135792,5552996027,5567949622,0.503901466,-0.000376652,0.504278118,1,-0.000352056,-2.45966E-05,0,0,0.05989101,0.167619293,0.164214356,0.164656567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:12,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e51.dat,1,1,Average,17039696823,7306851610,8872451255,33815533347,722341839.7,2222022338,2100844365,2261643068,1411379269,3710972731,3310826152,2952909073,0.503901466,0.216079739,0.262377978,1,0.021361243,0.065710108,0.062126607,0.06688178,0.041737602,0.109741659,0.097908441,0.087324043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:21,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e52.dat,1,0,Low,16936319176,16672906908,263412268.9,33620028307,2016874814,4824192430,4590282197,5241557467,392449140.5,611621090.7,888309275,297370608.9,0.503756839,0.495921858,0.007834981,1,0.059990277,0.143491623,0.136534156,0.155905802,0.011673076,0.018192165,0.026422026,0.008845043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:21,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e52.dat,1,0,High,16936319176,-10802222.79,16947121399,33620028307,-10802222.79,0,0,0,2420126177,5435813521,5478591472,5538928075,0.503756839,-0.000321303,0.504078142,1,-0.000321303,0,0,0,0.071984656,0.161683788,0.162956183,0.164750845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:21,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e52.dat,1,0,Average,16936319176,7601469824,8901743267,33620028307,894932509.2,2222581595,2047517628,2436438091,1475266415,3375262585,3219449003,2840324847,0.503756839,0.226099447,0.264775008,1,0.026619029,0.066108856,0.060901722,0.072469841,0.043880582,0.1003944,0.095759854,0.084483119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:31,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e53.dat,1,1,Low,16990778533,16760115424,230663109,33761332684,1693711989,4867821943,4992410711,5206170782,320430185,897831624.8,641368536.4,297370608.9,0.503261488,0.49642932,0.006832168,1,0.050167214,0.144183347,0.147873627,0.154205133,0.009491041,0.026593489,0.018997133,0.008808023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:31,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e53.dat,1,1,High,16990778533,-10438726.4,17001217260,33761332684,-10438726.4,0,0,0,2024580900,5765653568,5633779247,5503541391,0.503261488,-0.000309192,0.50357068,1,-0.000309192,0,0,0,0.059967446,0.170776836,0.16687076,0.163013156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:31,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e53.dat,1,1,Average,16990778533,7465773905,8878953579,33761332684,809976920.3,2024271292,2250040467,2381485226,1460393252,3599195247,3284077687,2802258151,0.503261488,0.221133863,0.262991798,1,0.02399126,0.059958276,0.066645487,0.070538839,0.043256386,0.106607025,0.097273343,0.083002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:42,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e54.dat,1,0,Low,16974057747,16722170435,251887311.5,33703162280,1782628127,4751773465,4881918378,5305850465,442494744.5,723491238,714868566.2,297370608.9,0.50363398,0.49616028,0.0074737,1,0.052892014,0.14098895,0.144850455,0.157428861,0.013129176,0.021466568,0.021210727,0.008823226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:42,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e54.dat,1,0,High,16974057747,-6934098.206,16980991845,33703162280,-6934098.206,0,0,0,2232056969,5475264704,5596786944,5603221074,0.50363398,-0.00020574,0.50383972,1,-0.00020574,0,0,0,0.06622693,0.162455519,0.166061181,0.166252087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:42,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e54.dat,1,0,Average,16974057747,7595285594,8949426717,33703162280,817758643.7,2066848651,2194488958,2516189341,1425467233,3443562867,3229424721,2883023404,0.50363398,0.225358248,0.265536707,1,0.024263558,0.061325066,0.065112257,0.074657367,0.042294762,0.102173287,0.095819635,0.085541629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:52,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e55.dat,1,0,Low,17044302792,16811864733,232438059.9,33861625802,1725561402,4778672063,5060347956,5247283312,498264642.8,685483367.4,636987953.4,338039942.4,0.503351578,0.496487228,0.00686435,1,0.050959201,0.141123527,0.149441967,0.154962533,0.014714729,0.020243664,0.018811499,0.00998298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:52,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e55.dat,1,0,High,17044302792,-5458277.273,17049761070,33861625802,-5458277.273,0,0,0,2229284322,5464155430,5697335910,5585323254,0.503351578,-0.000161194,0.503512772,1,-0.000161194,0,0,0,0.065835124,0.161367191,0.168253466,0.164945513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:21:52,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e55.dat,1,0,Average,17044302792,7396575641,8892389186,33861625802,629507176.2,2092311447,2172433553,2502323466,1524313712,3651002364,3237253527,2887741890,0.503351578,0.218435337,0.262609635,1,0.018590577,0.061790047,0.064156209,0.073898503,0.045015964,0.107821237,0.095602425,0.085280663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:03,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e56.dat,1,0,Low,17003668587,16797333679,206334907.8,33810975649,1723701830,4817714661,5018653123,5237264066,358612901.1,822490035.6,675646918.6,299414823.6,0.502903813,0.496801212,0.006102601,1,0.050980541,0.142489667,0.148432662,0.154898342,0.010606405,0.024326125,0.019983065,0.008855551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:03,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e56.dat,1,0,High,17003668587,-9973383.118,17013641970,33810975649,-9973383.118,0,0,0,2092288114,5640204696,5694300041,5536678889,0.502903813,-0.000294975,0.503198788,1,-0.000294975,0,0,0,0.061881921,0.166815792,0.168415727,0.163753893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:03,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e56.dat,1,0,Average,17003668587,7616882853,8929704028,33810975649,741664858.6,2141661400,2241379284,2492177310,1208309693,3705019419,3193249654,2855176771,0.502903813,0.225278411,0.264106665,1,0.021935624,0.063342195,0.06629147,0.073709121,0.035737203,0.109580376,0.094444174,0.084445264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:14,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e57.dat,1,0,Low,16884563104,16598558103,286005000.6,33492889823,1622913247,5092019753,4675259448,5208365655,213606164.7,868453073.7,827860094,302423514.3,0.504123806,0.495584531,0.008539275,1,0.048455456,0.152032858,0.139589611,0.155506607,0.006377657,0.025929476,0.024717488,0.009029484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:14,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e57.dat,1,0,High,16884563104,-9768616.403,16894331720,33492889823,-9768616.403,0,0,0,1846288028,5960472827,5503119542,5510789170,0.504123806,-0.000291662,0.504415469,1,-0.000291662,0,0,0,0.055124775,0.177962333,0.164307098,0.164536091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:14,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e57.dat,1,0,Average,16884563104,7637693657,8915224204,33492889823,845989752,2151255198,2168760239,2471688467,1202809300,3593260929,3189174530,2844571329,0.504123806,0.228039255,0.266182591,1,0.025258786,0.064230206,0.064752855,0.073797408,0.035912377,0.107284291,0.095219449,0.084930603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:23,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e58.dat,1,0,Low,16790123127,16453927610,336195517.7,33255161079,1630796224,4850610859,4761462875,5211057651,301583229.3,807758553.5,727343048,261405058.3,0.50488774,0.494778166,0.010109574,1,0.049038891,0.145860393,0.143179667,0.156699215,0.009068765,0.02428972,0.021871584,0.007860586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:23,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e58.dat,1,0,High,16790123127,-11110341.65,16801233469,33255161079,-9973333.269,-1137008.377,0,0,1942352787,5659506421,5488805923,5472462709,0.50488774,-0.000334094,0.505221834,1,-0.000299903,-3.41904E-05,0,0,0.058407559,0.170184303,0.165051251,0.164559802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:23,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e58.dat,1,0,Average,16790123127,7302012671,8784685367,33255161079,674872292.5,2085614823,2188926023,2352599532,1381134059,3758421924,3175327956,2912961624,0.50488774,0.219575321,0.264160061,1,0.020293761,0.062715523,0.065822145,0.070743892,0.04153142,0.113017703,0.095483764,0.087594272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:33,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e59.dat,1,1,Low,17058404230,16736241992,322162238,33804923404,1849189392,4621433745,5017204656,5248414199,491822806.5,811208543,683875585.9,285085073.8,0.504613012,0.495082973,0.009530039,1,0.054701777,0.136708896,0.148416389,0.155255912,0.014548851,0.023996757,0.020230059,0.008433241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:33,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e59.dat,1,1,High,17058404230,-10277180.99,17068681411,33804923404,-10277180.99,0,0,0,2351289379,5432642288,5701080242,5533499273,0.504613012,-0.000304014,0.504917027,1,-0.000304014,0,0,0,0.069554643,0.160705653,0.168646448,0.163689153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:33,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e59.dat,1,1,Average,17058404230,7347969470,8941521152,33804923404,720564744.2,1838092559,2335143049,2454169118,1591612646,3628102953,3215375489,2879114485,0.504613012,0.217363885,0.264503518,1,0.021315379,0.054373516,0.069077011,0.072597979,0.047082273,0.107324691,0.095115598,0.085168496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:43,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e60.dat,1,1,Low,17084998753,16802576675,282422078.8,33897863710,1665809822,4818663475,5063286229,5254817149,202008487.7,1069182379,663690374.6,297370608.9,0.504014026,0.495682466,0.00833156,1,0.04914203,0.142152423,0.149368889,0.155019124,0.005959328,0.031541291,0.019579121,0.008772547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:43,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e60.dat,1,1,High,17084998753,-10288282.29,17095287036,33897863710,-10288282.29,0,0,0,1878106592,5887845853,5726976604,5552187757,0.504014026,-0.000303508,0.504317534,1,-0.000303508,0,0,0,0.055404866,0.173693714,0.16894801,0.163791671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:43,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e60.dat,1,1,Average,17084998753,7313394835,8885546007,33897863710,516096041,2170145893,2216838771,2410314131,1483746286,3782572804,3278630783,2854232104,0.504014026,0.215747957,0.26212702,1,0.015225031,0.064020137,0.065397595,0.071105193,0.043771085,0.111587351,0.096720867,0.084200943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:54,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e61.dat,1,0,Low,17043475222,16779146336,264328885.5,33833065661,1976794256,4636943886,4896033402,5269374792,400830739.2,768281893,721174799.8,300379299.6,0.503752022,0.495939283,0.007812738,1,0.058427879,0.137053613,0.144711492,0.1557463,0.011847308,0.022708019,0.02131568,0.008878276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:54,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e61.dat,1,0,High,17043475222,-10444103.21,17053919325,33833065661,-10444103.21,0,0,0,2388069098,5405225779,5617208202,5569754092,0.503752022,-0.000308695,0.504060717,1,-0.000308695,0,0,0,0.070583882,0.159761632,0.166027172,0.164624576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:22:54,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e61.dat,1,0,Average,17043475222,7684101830,8959337996,33833065661,816537995.9,2155666655,2227440588,2484456591,1436621186,3341114034,3221963622,2850739111,0.503752022,0.227118107,0.264810115,1,0.024134319,0.063714789,0.065836203,0.073432795,0.042462046,0.09875292,0.095231205,0.084258965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:02,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e62.dat,1,0,Low,17017158687,16788229608,228929078.9,33825755987,1911389209,4602685789,5008261186,5265893423,409699747.7,713626745.3,568082133.7,299414823.6,0.503082878,0.496314986,0.006767892,1,0.056506918,0.136070449,0.148060584,0.155677036,0.012112065,0.021097141,0.016794366,0.008851682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:02,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e62.dat,1,0,High,17017158687,-20367692.63,17037526379,33825755987,-9789052.698,-10578639.94,0,0,2330878010,5326891175,5576343320,5565308247,0.503082878,-0.000602136,0.503685014,1,-0.000289396,-0.000312739,0,0,0.068908379,0.157480329,0.16485495,0.164528717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:02,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e62.dat,1,0,Average,17017158687,7444802623,8788176125,33825755987,725797741.3,2128713534,2229605565,2360685782,1445857855,3450143779,3252413383,2953715715,0.503082878,0.220092719,0.259807235,1,0.021456956,0.062931736,0.065914434,0.069789594,0.042744288,0.101997536,0.096151979,0.087321499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:12,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e63.dat,1,2,Low,17085995022,16834850408,251144613.7,33930429410,1759415427,4725753909,5116063575,5233617497,462761323.9,766022453,651328074,297370608.9,0.503559646,0.496157894,0.007401752,1,0.051853615,0.139277751,0.150780985,0.154245543,0.013638534,0.022576268,0.019195987,0.008764127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:12,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e63.dat,1,2,High,17085995022,-9583979.972,17095579002,33930429410,-9583979.972,0,0,0,2231760731,5491776362,5767391649,5530988106,0.503559646,-0.00028246,0.503842106,1,-0.00028246,0,0,0,0.065774609,0.161854019,0.169976972,0.16300967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:12,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e63.dat,1,2,Average,17085995022,7616145368,8859623887,33930429410,795786991.5,2103413087,2268708742,2448236548,1301585657,3466636179,3307418990,2827780532,0.503559646,0.224463572,0.261111458,1,0.02345349,0.061991938,0.066863543,0.0721546,0.038360424,0.102168945,0.097476485,0.083340547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:23,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e64.dat,1,0,Low,16931406082,16679582158,251823924.3,33620778459,2053771161,4363713639,5029946035,5232151323,326859367.3,880524278.6,671603192.6,322666856.9,0.503599466,0.496109338,0.007490128,1,0.061086365,0.129792165,0.149608256,0.155622551,0.009721945,0.026189884,0.019975837,0.009597245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:23,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e64.dat,1,0,High,16931406082,-9790220,16941196302,33620778459,-9790220,0,0,0,2390420748,5244237918,5701549228,5554818179,0.503599466,-0.000291196,0.503890662,1,-0.000291196,0,0,0,0.071099506,0.155982049,0.169584093,0.165219797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,Apr,21,11:23:23,2020,Benchmark,4,1,Test_m4_ul1.0_uh1.1_i1.1_-1-1_e64.dat,1,0,Average,16931406082,7264282601,8872522184,33620778459,850729161.4,1956566254,2207656560,2249330624,1485970488,3610799521,3243007008,3093364988,0.503599466,0.216065271,0.263899963,1,0.025303672,0.05819515,0.065663458,0.066902991,0.04419798,0.107397856,0.096458415,0.092007536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
